id,url,title,body_text,source_domain,pub_date,label,label_confidence,label_source
180766c7-9552-7805-8498-e7a916244b34,,,Քերոլ Շեյնա ... ցանկանում եմ ավելի շատ գումար վաստակել փոքր բիզնեսի եւ աշխատողների վրա։,liar-dataset,,0,0.75,translated-liar
7f5ddc86-4dbe-2078-d0fb-d2effbf1434f,,,"Գիտնականն ասում է. ""Մենք դադարում ենք կրծքավանդակ կրել դրսում, եւ ամեն ոք, ով վտանգի տակ է, պետք է սկսի նորմալ կյանք վարել:",liar-dataset,,0,0.75,translated-liar
69a49f1e-0a93-f0a4-4001-898e0a4e4118,,,"""Երբ գազերը թաքնվեցին, մենք չունեինք զանգվածային պատկերներ, մենք քաղաքավարություն չունեինք։ Հիմա ընկերությունը քաղաքավարի էր, եւ ամեն ինչ գնում էր, եւ ես մեղադրում էի նրանց։",liar-dataset,,0,0.75,translated-liar
59fa6cea-1d33-d4fe-fdf8-2985076554ea,,,"Յուրաքանչյուր ընտրություն ունի հիվանդություն, որը 2004թ.-ին SSASSA-ը, 2018թ. գլոբալ հեղուկի հեղուկը, եւ 2014թ.-ին, MENTI-ին, ՄԻԱՎ/ՁԻԱՀ-ին, 2014-ին եւ 2018թ.-ին Զաունդն է:",liar-dataset,,0,0.75,translated-liar
84ffce34-1ac1-ce8e-4e10-0494f57afc25,,,"2017թ. - ին Հիլտոն Քլինթոնը, որն ապրում է Դոնալդ Օկտոնում, ասաց. ""Եթե դա զրոյական հաղթանակ է, մենք բոլորս դուրս կգանք քառակուսիներից:",liar-dataset,,0,0.75,translated-liar
00670a35-97b2-764e-e914-4df329a50369,,,"""Եվ 1 միլիոն ազդանշաններ"" են արվել Գուգլի հիշողության մեջ Google-ին հիշելու համար:",liar-dataset,,0,0.75,translated-liar
73ea9640-c876-777d-f869-e158c53d09dc,,,"Իր նրբանկատության ընթացքում Մինստելայում, ""Աֆրիկյան աֆրիկյան աֆրիկացիների 65 տոկոսը նվազել է:",liar-dataset,,0,0.75,translated-liar
34d3af3c-fbf2-167e-6659-0fc4841e425b,,,"Նա ասում է. ""Դուք ներդնել եք Դելի Վոլթոնի ռեֆորմատորական բաժնի որոշ մասեր:",liar-dataset,,1,0.75,translated-liar
dafb20b9-8e8b-b369-2615-5b8ca37beab1,,,"Մենք ունենք 650 մարդ, ովքեր ամեն օր տեղափոխվում են Տեխաս:",liar-dataset,,1,0.75,translated-liar
5d9c7a9e-0939-d73a-d98a-7aea2804c2da,,,"Ասում են Հանրապետությունում Rainsford. Շարլոթը ցանկանում է ""Հեռավոր Արեւելքի կոնֆերանսի"" կողմնակից Ֆրանսիական կոնֆերանսի կոնֆերանսը ""ստեղծել մեր խղճի քվեարկումը:",liar-dataset,,0,0.75,translated-liar
bc17dd32-fa7c-7679-af8f-df2b7f9c48bd,,,"Ներկայումս նախագահ Բարաք Օբաման իր պետության պաշտոնական հասցեում բացահայտել է, որ նա դեմ է իր ականջներին:",liar-dataset,,1,0.75,translated-liar
c579a775-b2e0-92d4-8f00-89c3ffa10641,,,Անցյալից ոչ մի գումար չի ծախսվում (նախկինում տեղի չի ունենում) աշխատավարձի համար... դեռ նստած է բանկային հաշիվը:,liar-dataset,,1,0.75,translated-liar
10eebdb2-d17a-a300-7670-f66d44738457,,,Ֆեդերալ կառավարությունը ձյունահոսության եւ 8 500 դոլարի միջոցով ապահովում է արեւային երթեւեկությունը ։,liar-dataset,,0,0.75,translated-liar
eda8b611-7f80-c9bf-9081-abe7b8337ad1,,,"ԱՄՆ-ը ""Մի՛ արեք""։ ԱՄՀ-ի հաշվետվությունը ճիշտ է, քանի որ մահացության դեպքերը անխուսափելիորեն հաշվվում են, եւ հիվանդանոցները ունենում են ""բնական"" թերակղզում։",liar-dataset,,0,0.75,translated-liar
345dd6b5-37fd-ac0b-db36-38900f9ddc55,,,"Օբամայի յուրաքանչյուր կենսուրախ մարդու համար, որը ներխուժել է Օբաման, 40 տարեկանից նվազել է ։",liar-dataset,,0,0.75,translated-liar
f8cc2bfb-fcbd-9cdf-d40f-caa3ed76d280,,,"Դեմետրի Մագդալենի հակառակորդները մի նամակ ուղարկեցին, որում ասվում էր.",liar-dataset,,1,0.75,translated-liar
819d32f4-ee79-bd46-9dbb-07e9506af414,,,"ԱՄՆ-ի Ռեֆորմացիան Կոնգրեսի ""Վեցերորդ մարդու"" մասին է:",liar-dataset,,1,0.75,translated-liar
a28b5472-9406-2d50-5805-9d138e532db9,,,"Ասում են, որ Հանրապետական Հանրապետությունում խթանված ավտոբուսը չկարողացավ ցատկել տնտեսությունը, բայց նրա ""Արդյոք ընկերությունը գրեթե 300000 դոլար էր ծախսել ծախսերը ծախսելու վրա:",liar-dataset,,1,0.75,translated-liar
9c64b465-4fab-732f-2437-5abee072441f,,,"Ասում են, որ Տեխասի արդյունաբերության զարգացումը հետեւում է նրան, որ անզգայացնող ներգաղթի ներգաղթյալները տոմսերում վճարեն մշտական վերականգնման համար:",liar-dataset,,0,0.75,translated-liar
3fb9b643-1946-b85b-9437-ebc7f2d731c4,,,"Նույնիսկ որսորդներն են սահմանափակում մեծ ամսագրերը. հինգ կամուրջ կա մեծ խաղեր որսելու համար, եւ երեքը ՝ որսորդության համար ։",liar-dataset,,1,0.75,translated-liar
0c0cd932-884d-21ac-2158-01af9b3603a2,,,"Քարտեզը ցույց է տալիս ""Սուեզի ջրանցքները հետ են քաշվում Սուեզի ջրանցքից:",liar-dataset,,0,0.75,translated-liar
38fbffe2-abae-e009-faba-683c79a12c63,,,Ջոն Կուսան 177 օր է անցկացրել վիճակախաղից դուրս եւ 30.000 դոլար է ծախսել հարկային արշավի վրա:,liar-dataset,,1,0.75,translated-liar
22fa75da-5a3d-5ffe-0978-8222db778ed8,,,"Դոն Թեյլորը ասում է. ""Հրաշալի է, արդյոք նա կպաշտպանի մեր դաշնակիցներին, բայց սկզբում կցանկանա իմանալ, թե արդյոք նրանք որեւէ վճարում են մեզ պաշտպանելու համար:",liar-dataset,,1,0.75,translated-liar
5ced72a5-5d85-8fc7-a844-ac4b58917f33,,,"Ռիկարդոն ասում է. ""Մեր հյուրանոցի աշխատակիցը ներգրավված է հյուրասիրության մեջ, որպեսզի օգներ այն մարդկանց, ովքեր այլապես անօրինական օտարականներ կլինեին:",liar-dataset,,1,0.75,translated-liar
64f49792-8736-9a0f-94d3-602c35fdb3db,,,Ջեյմս Յարաչը 15 միլիոն դոլար գումար դրեց Նիեպսի երեխաների համար:,liar-dataset,,0,0.75,translated-liar
28342d39-8006-90e0-220a-d9bf5f2923ff,,,Պտղոմեոսի լեգենդները 2013թ.-ին $2 միլիարդ դոլար են փոխադրել ճանապարհի շենքը կառուցելու համար:,liar-dataset,,0,0.75,translated-liar
c96051af-5e0f-78e9-aca6-4161a60106c3,,,"Ասում է Մուրժեն Ֆրանցի գրադարանը ""4 ժամ բացել ... 4-4 ժամը բոլոր գրադարաններից ամենաքիչը 4-րդ տարածաշրջանում:",liar-dataset,,1,0.75,translated-liar
e4e1d0c7-74a2-3976-a27c-eb65769e258d,,,"Հարավարեւելյան Հանրապետությունում կան պարկեր, որոնք դեռ չունեն օդանավ:",liar-dataset,,1,0.75,translated-liar
2ece7568-638c-e4dd-c8a9-ce2d23a7e0ac,,,Էդվարդի օքսիթոսինի օքսիթոսինը օգտագործվում է ածխաթթու գազի ստուգումների ժամանակ:,liar-dataset,,0,0.75,translated-liar
7d56f477-b995-d5a5-2356-dd08947f7fdd,,,"Ջոյ Բեդենն ասում է. ""Միգուցե դավաճանել է ոստիկանությունը:",liar-dataset,,0,0.75,translated-liar
86758f41-275b-73e4-540d-fea9e2e5f76e,,,Միք Ռոմնի ընկերությունները ռահվիրաներ էին Միացյալ Նահանգների աղքատ երկրների համար:,liar-dataset,,1,0.75,translated-liar
9fbb6b42-bc5c-41d2-8684-fa8bc3ee5838,,,Ամեն տարի զարգացող երկրների թիվը հասնում է 200 միլիարդի ։,liar-dataset,,1,0.75,translated-liar
fbefca55-4fe3-9138-9bf4-7ab850833ef3,,,Բիլ Օյամսը 40%-անոց ելույթ ունեցավ նախագահ Բարբարայի հետ հարցազրույցի ժամանակ:,liar-dataset,,1,0.75,translated-liar
05ba4bfa-fa2a-3438-4d63-dffc9da609be,,,"PDED-ի թեստերի օգտագործման հեղինակավորումը կփոխարինի POD-ի թեստերը, քանի որ այդ թեստերը չեն տարբերվում ՁԻԱՀ-ի եւ հեղուկի միջեւ եղած փորձարկումներից:",liar-dataset,,0,0.75,translated-liar
36422d31-da5b-207d-e99e-f1ea761f457e,,,"Օբամայի տնօրենը ""Աշխարհավոր Բազա կոչվող Բահաղ Ասափը ռեֆորմատոր նշանակեց, երբ նա իր ռուսական զենքերը վերածում էր իր ժողովրդի վրա:",liar-dataset,,1,0.75,translated-liar
d83bc432-feb3-d3fa-6f27-347fd2285775,,,"Կոջոն եւ իր աղջիկը ՝ Ջանեթը, ծնվել են 23 տարեկանում ։",liar-dataset,,0,0.75,translated-liar
0b136446-d834-1bd1-313b-e41ffc7467af,,,"Համաժողովի օրը Վիետնամի նախագահ Վիեսլա Հարիսսը ասաց. ""Դուք նրա ձեռքը դրեցիք Աստվածաշնչի վերեւում, այնպես որ նրա ձեռքը այդքան էլ դիպչելի չէ:",liar-dataset,,0,0.75,translated-liar
d6017dc7-38f5-80e0-b973-32a8a972fa4f,,,"Վերջերս ատրճանակը լիովին ազդում է ԱՄՆ-ի ""Աբբանական անվտանգության պաշտպանության պաշտպանության վրա"":",liar-dataset,,0,0.75,translated-liar
0ce53f6d-d150-aeaf-d615-2ea6d79a6c1d,,,"Դա կոմերցիոն մեքենաներ է, 18 անիվներ եւ վերեւ ... սա 90%- է մեր բարձրավանդակների եւ կամուրջների վնասվածքների 90%-ն է:",liar-dataset,,1,0.75,translated-liar
2bfea6c8-38cb-059e-eca5-b509fbbc56c4,,,"ԱՄՆ-ի հարավային սահմանագծում գտնվող երեխաները երբեք չեն հետազոտել, թե արդյոք հիվանդ են, եւ եթե նրանց ուղարկել են ամբողջ երկրով մեկ, ապա նրանցից շատերը ունեցել են խառնաշփոթ... այժմ մենք ունենք այդ ամենը մեր իմունային քաղաքականության պատճառով:",liar-dataset,,0,0.75,translated-liar
8588050e-1cf0-1985-35be-64385a952e59,,,"Դոնալդ Թեյլորն ասաց, որ շատ ոգեւորված էր 2008 թ. ժայթքել միլիոնավոր ամերիկացիների ընտանիքները, քանի որ կարծում էր, որ այն կօգնի իրեն ավելի իրական բախտավորել կահույքի վրա:",liar-dataset,,1,0.75,translated-liar
dbdc4947-7b5f-1c24-008d-2a08fe870138,,,"Նա ասում է. ""Արդյոք ուզում է ներգրավվել հաբերի վերահսկողության տակ աշխատողների վրա, քան նախկին Հարավսլավիայի կառավարման որեւէ կառավարիչ։",liar-dataset,,1,0.75,translated-liar
afa0218f-0c0a-b23e-55da-a5e6e1220e3f,,,"ՉՆԱ-ն ասում է, որ ԴՆԹ-ն կհետաքրքրի օտար քաղաքականության վրա:",liar-dataset,,0,0.75,translated-liar
1e64e75c-c07c-66a4-a089-ff14ae374fb8,,,"Վիքիփեդը ցույց է տալիս, որ Սինգապուր Քվեբեկի աշխատակիցները ""Աշխարհել են, որ իրենց բնորոշ անուններն ու վատ թվերը Օտավետում են իրենց համընդհանուր համազգեստների քանակը:",liar-dataset,,0,0.75,translated-liar
0671efd8-5772-d20d-267b-884002b517a0,,,"Mike-ի ""Միացյալ գործակալության դեմ անցավ արգելքի տակ արգելափակված ջուրը, եւ ապա պայթեց նախագահ Բուշը այդ արգելքի համար:",liar-dataset,,1,0.75,translated-liar
b0ab7a89-1da0-a166-a7a6-5575cedbf3be,,,Մենք գրեթե 50%-ի դրոշմ ենք դրոշմում MS3-ի ցուցանիշի վրա:,liar-dataset,,0,0.75,translated-liar
357d49d1-5824-1713-012f-e3010988a9de,,,"Որոշ հանրահաշիվներ, որոնք պնդեցին, թե շատ ուրախ են Ռեֆորմացիայի նախագծերի եւ այդ աշխատանքների համար, պատրաստվել են կիբեռհարձակվողների կողմից:",liar-dataset,,1,0.75,translated-liar
6ee513b5-322c-e5b5-b6a5-15afeced99d1,,,Ութ տարվա նախագահ Բուշի օրոք մենք ավելացրեցինք պարտքի գումարը. Օբամայի նախագահ Օբամայի կառավարման ներքո մենք 5.3.3..3-ը պարտքով ավելացրել ենք պարտքը գրասենյակում:,liar-dataset,,1,0.75,translated-liar
1eb221c281ddf6794c2fcc3b17b80c56d2904f9f,https://civilnet.am/hy/news/1011228,"Սամվել Կարապետյանի ուժի հետ մոտ էինք դաշինքի կնքմանը, հետո շրջադարձ տեղի ունեցավ․ Զուրաբյան","10 ապրիլի, 17:13
Սամվել Կարապետյանի ուժի հետ մոտ էինք դաշինքի կնքմանը, հետո շրջադարձ տեղի ունեցավ․ Զուրաբյան
Սամվել Կարապետյանի ուժի հետ մենք շատ լուրջ բանակցություններ ենք տարել և մոտ էինք դաշինքի կնքմանը, հետո շրջադարձ տեղի ունեցավ։ Այս մասին հայտարարել է ՀԱԿ կուսակցության վարչապետի թեկնածու Լևոն Զուրաբյանը՝ ապրիլի 10-ին՝ մամուլի ասուլիսի ժամանակ։
«Շրջադարձը երևի կապված է նրա հետ, որ տարբեր պատկերացումներ ունեինք հաջողության հասնելու ուղիների մասին։ Մենք 2 տարի շարունակ զբաղված էինք համախմբման ստեղծման գործընթացով: Դրա մասին միշտ ասել ենք,  դեռ Սամվել Կարապետյանի ուժը չէր հայտնվել քաղաքական ասպարեզում՝ մենք զբաղված էինք դրանով․ քննարկումներ էինք անում տարբեր քաղաքական ուժերի հետ, որպեսզի ստեղծենք մի հատ բևեռ, համախմբում, որը կարող է մարտահրավեր նետել և ընկալվի ժողովրդի կողմից որպես գլխավոր այլընտրանք Նիկոլ Փաշինյանի իշխանությանը: Հետո, երբ իրենք հայտնվեցին, իրենց հայտը բավականին ուժեղ էր, և հասկանալի դարձավ, որ, եթե նման բևեռ ստեղծելու ցանկություն ունենք, դա պետք է լինի իրենց հետ միասին»,- ներկայացրեց Զուրաբյանը։
ՀԱԿ-ի վարչապետի թեկնածուի կարծիքով, եթե ստեղծվեր այդ դաշինքը՝ Հայաստանում տեղի կունենար հեղափոխական վերելքի էֆեկտ։
«Շատ ուժերի նկատմամբ մարդիկ կարող են ունենալ համակրանք, հակակրանք, մեկը սիրի Սամվել Կարապետյանին, մեկը չսիրի մեզ, մեկը մեզ սիրի, մեկը չսիրի և այլն: Ու շատ մարդիկ կարող է չկողմնորոշվեն, որովհետև ոչ մեկին չեն սիրում, բայց երբ որ քաղաքական ասպարեզում առաջանում է մեծ բևեռ, որը ահազանգ է չկողմնորոշված մարդկանց համար, որ ինչ-որ բան կատարվում է երկրում և եկեք միանանք այդ նոր առաջացվող համախմբմանը»,- պարզաբանեց Զուրաբյանը։
Ըստ Զուրաբյանի՝ «Ուժեղ Հայաստանի» հաշվարկներն ինչ-որ պահի այլ ուղղությամբ են գնացել։
«Իրենք արդեն այլ հաշվարկներ են տեսել։ Իրենք երևի այդ հեղափոխական վերելքի էֆեկտի գնահատման մեջ կամ չխորացան, կամ ինչ-որ պատճառ կար, որ չեն ընդունել և ավելի շատ ընտրական տեխնոլոգիաների վրա են փորձում կառուցել իրենց ստրատեգիաները։ Մենք հարգում ենք իրենց որոշումը, մենք իրենց մաղթում ենք հաջողություն։ Մեծ հաշվով նույն գործն ենք անում»,- նշեց ՀԱԿ-ի վարչապետի թեկնածուն։
Դիտեք նաև՝
Անձ
Հայ Ազգային Կոնգրես (ՀԱԿ)
Թեմա
Քաղաքականություն",civilnet.am,2026-04-10 17:13:39,1,0.95,scraper:civilnet
7a269b22-7c93-a599-bf23-c286d9d7ec8d,,,"Վերջերս Թբիլիսիը փոխանցել է ""ՄԻԵԴ-ի ՁԻԱՀ-ը, որպես համաշխարհային մահմեդական մարդասպանների ղեկավար:",liar-dataset,,1,0.75,translated-liar
de90fefd-6f7c-0a62-ab7e-ceca9f407107,,,"Վաշինգտոն քաղաքի 10-րդ ամենաբարձր թիվն է, որը կհարվածի Վաշինգտոն քաղաքին:",liar-dataset,,1,0.75,translated-liar
6f113a99-e7ff-3913-fee6-477a46a473f6,,,"""Դոն Թինդալը ինքն իրեն նվիրեց 100,000 դոլար"" Կալիֆորնիայի հիմնադրամին:",liar-dataset,,1,0.75,translated-liar
06d5555f-be29-c7c5-db1d-147dc0924d92,,,Ամերիկայում ատրճանակների 65 տոկոսը ինքնասպանություն է գործում ։,liar-dataset,,1,0.75,translated-liar
c2ffbda5-c9ef-91f2-a73d-2b6960e8575c,,,"Ջոն Քերըրիսը ԱՄՆ-ի կլիմայական կոնցենտրացիաներից մեկում նշեց, որ ցանկանում է բացել միջնակարգ դպրոցը ... դուք ստանում եք թվային ֆինանսական ինստիտուտի կենտրոնական կոնցենտրացիան:",liar-dataset,,0,0.75,translated-liar
7f29f77f88a93f680a47facdb64ec1444df7ef9c,https://civilnet.am/hy/news/1011420,Արմեն Գրիգորյանն ու Հիքմեթ Հաջիևը համատեղ պանելային քննարկման կմասնակցեն,"21 ապրիլի, 11:19
Արմեն Գրիգորյանն ու Հիքմեթ Հաջիևը համատեղ պանելային քննարկման կմասնակցեն
Ապրիլի 22-ին ՀՀ ԱԽ քարտուղար Արմեն Գրիգորյանը Հունաստանի Հանրապետության Դելֆի քաղաքում կմասնակցի «Դելֆի տնտեսական ֆորում»-ին: Այս մասին հայտնում են Անվտանգության խորհրդի գրասենյակից։
Ֆորումի շրջանակում Արմեն Գրիգորյանը Հունաստանի Հանրապետության վարչապետի ազգային անվտանգության հարցերով խորհրդական Թանոս Դոկոսի, Ադրբեջանի Հանրապետության նախագահի օգնական Հիքմեթ Հաջիևի և Մոլդովայի Հանրապետության նախագահի ազգային անվտանգության խորհրդական Ստանիսլավ Սեկրիերուի հետ կմասնակցի «Ռազմավարական բաժանարար գծեր. Հակամարտությունների կառավարում և դիմակայունության ձևավորում Եվրոպայի արևելյան հարևանությամբ» խորագիրը կրող պանելային քննարկմանը:
Թեմա
Հայաստան
Անվտանգություն",civilnet.am,2026-04-21 11:19:25,1,0.95,scraper:civilnet
f2513ee9-eef3-45ec-31a4-3054488dcb20,,,"Ես առաջին ժողովրդավարն եմ, ով երբեւէ Սքոթ Ուոլքիլ առաջնորդում է ընտրության տարի:",liar-dataset,,0,0.75,translated-liar
b43bd575adee52d46e96d480c1424cb26e10d30f,https://civilnet.am/hy/news/1011114,ՔՊ-ն Փաշինյանին միաձայն հաստատեց վարչապետի թեկնածու,"04 ապրիլի, 16:01
ՔՊ-ն Փաշինյանին միաձայն հաստատեց վարչապետի թեկնածու
Երևանում այսօր անցկացված «Քաղաքացիական պայմանագիր» կուսակցության արտահերթ համագումարում միաձայն հաստատվել է կուսակցության նախընտրական ցուցակը։
Համագումարի մասնակիցները միաձայն աջակցել են նաև Նիկոլ Փաշինյանի առաջադրմանը՝ որպես վարչապետի թեկնածու։
Հաստատված ցուցակում երկրորդ հորիզոնականը զբաղեցնում է արտգործնախարար Արարատ Միրզոյանը, իսկ երրորդը՝ առողջապահության նախարար Անահիտ Ավանեսյանը։
Միաձայն ընդունվել է նաև կուսակցության նախընտրական ծրագիրը։
Տե՛ս նաև՝
«Քաղաքացիական պայմանագիրը» խաղաղության ինստիտուցիոնալացումը դրել է նախընտրական ծրագրի առաջին կետում
Թեմա
Քաղաքականություն",civilnet.am,2026-04-04 16:01:27,1,0.95,scraper:civilnet
233bccad1725ab25e3b67908067fff3254f32e52,https://civilnet.am/hy/news/1006515,Իրանից հետո թիրախը Թուրքիա՞ն է լինելու. զրույց Վիգէն Չըթըրեանի հետ,"05 մարտի, 18:46
Իրանից հետո թիրախը Թուրքիա՞ն է լինելու. զրույց Վիգէն Չըթըրեանի հետ
Civilnet
ԱՄՆ-ի նպատակը Մերձավոր Արևելքի վերաձևումն է, նշում է միջազգայնագետ, Ժնևի համալսարանի դասախոս Վիգէն Չըթըրեանը։ Ըստ նրա՝ մեծ դեր է վերապահվելու Իսրայելին, որը հիմա ձգտում է հասնել ընդհուպ Իրանի մասնատմանը։ Ինչ վերաբերում է ԱՄՆ-ին, ապա վերջինս Իրանի հարցում դիմել է վենեսուելական սցենարի, նշում է Չըթըրեանը։ Նա անդրադառնում է Իրանի հնարավորություններին, Թուրքիային ու քրդական գործոնին։
Թեմա
Հարևաններ
Քաղաքականություն
Տարածաշրջան
Հեղինակ
Civilnet
Տեղադրություն
Թուրքիա
Իրան
Մեկնաբանել
0",civilnet.am,2026-03-05 18:46:46,1,0.95,scraper:civilnet
30c9b704-6227-ec6b-b681-b338cbe59adb,,,"Ռուսաստանն ասում է, որ իր փողոցներում ավելի քան 500 առյուծ կա, որպեսզի մարդիկ մնան այդ ակնոցի մեջ ։",liar-dataset,,0,0.75,translated-liar
33a07f83-6c76-a682-a44a-2e827b1c9e8b,,,"Ոստիկանները զգուշացնում են խանութպաններին, որ իրենց սայլակները մաքրեն ֆերմենտներից ։",liar-dataset,,0,0.75,translated-liar
44b5b8ae-ec7d-0b75-e143-520c36ce7f1f,,,"Ավելի շատ գումար է ծախսվում մահապատժի ենթարկելու համար, քան այն, որ այն ծախսվում է նրանց կյանքի մնացած մասը պահելու համար ։",liar-dataset,,1,0.75,translated-liar
29a2d55b-c22a-607c-aa5c-1be75622cab3,,,"Ադամ Շեքսպիրը ""հետաքրքրվում է ուկրաինացի բուդդայականների հետ կապերի համար"":",liar-dataset,,0,0.75,translated-liar
ccfbcb97-d358-05d3-1a97-105c8674c752,,,ԱՄՆ-ի Սենեգալ Միշել Նումարը խուսափում է կանգ առնել Օբամայում:,liar-dataset,,1,0.75,translated-liar
3fab54a3-06d5-7acd-602a-2d57926d9e82,,,"""Ամեն տեսակի զենք վաճառողների մոտ 10 տոկոսը պատասխանատու է հանցագործությունների ավելի քան կեսի համար:",liar-dataset,,1,0.75,translated-liar
a251847d-d2d4-ce46-d0ee-d783bee1267f,,,"Իր կառավարության ժամանակ Վիրջինիայում յուրաքանչյուր քաղաք եւ դաշնամուր էր ընկել, եւ գյուղական համայնքների մեծ մասում այն ավելի քան 50 տոկոսն էր ընկել:",liar-dataset,,1,0.75,translated-liar
67e72156-a063-1373-2fa4-ee939bc5e6c5,,,"Ֆլորիդան հատուկ շարժառիթ չի առաջարկում Դեքս Բանկի համար, որը հայտարարեց, որ այն կկազմի 300 աշխատանք Ֆլորիդայում:",liar-dataset,,0,0.75,translated-liar
22197826-90b6-70b3-bb75-8fa1e635650c,,,Իտալիայում նրանք իրենց դրամը դրել են փողոցներում ։,liar-dataset,,0,0.75,translated-liar
d139ffda-93d8-a092-4d28-0543c55da8a6,,,"Իսկ նախագահ Բարաք Օբաման ասում է. « Էրազմի համար Էրիկ հովանավորել է Էրազմը որպես միջնորդ։ Էրիկը ասում էր, որ իր առաքելությունը դիտում էր որպես ուղեղի զենք տարածում զենք տարածող ամերիկացիների դեմ ուղղված զենքերի դեմ։",liar-dataset,,1,0.75,translated-liar
03ad37a0-cff1-b646-7eb3-ef8d1ce08272,,,"Բիլ Գեյթսն ասում է, որ դուք չունեք ընտրության հնարավորություն զուրկ լինելու կամ չլինելու։",liar-dataset,,0,0.75,translated-liar
